,cpu_load
647,0.3430555555
648,0.364
649,0.2424444445
650,0.28477777775
651,0.32866666675
652,0.36713888875
653,0.27411111125
654,0.2661666665
655,0.2759166665
656,0.23811111125
657,0.31991666674999997
658,0.2595277775
659,0.572611111
660,0.248277778
661,0.259611111
662,0.22911111125
663,0.226611111
664,0.2815833335
665,0.248888889
666,0.42375000025
667,0.29183333325
668,0.248
669,0.21966666675000002
670,0.22863888875
671,0.33430555575
672,0.297777778
673,0.20883333325
674,0.38966666675
675,0.24761111125
676,0.23019444449999998
677,0.220972222
678,0.1734444445
679,0.24805555575
680,0.2115555555
681,0.27900000025
682,0.2399722225
683,0.23825
684,0.22816666675
685,0.1875
686,0.2396944445
687,0.26672222225
688,0.27038888875
689,0.26772222225
690,0.2221944445
691,0.22338888875000001
692,0.20736111125
693,0.26466666650000004
694,0.26972222225
695,0.3223333335
696,0.23999999975
697,0.25858333325
698,0.23797222225
699,0.213472222
700,0.2327777775
701,0.48238888875
702,0.18266666650000002
703,0.20738888875
704,0.22438888875000002
705,0.221861111
706,0.201138889
707,0.1619444445
708,0.39686111125
709,0.1914444445
710,0.188111111
711,0.186361111
712,0.26052777775
713,0.1707222225
714,0.15058333325
715,0.302861111
716,0.215138889
717,0.28841666675
718,0.25830555575
719,0.27977777775
720,0.2969444445
721,0.25513888900000004
722,0.26861111125000003
723,0.25247222225
724,0.23013888924999998
725,0.25047222225
726,0.28922222225
727,0.31666666649999997
728,0.2729444445
729,0.28183333325000004
730,0.2740555555
731,0.29269444425
732,0.2475833335
733,0.32647222225
734,0.3459444445
735,0.22925
736,0.228111111
737,0.2641666665
738,0.313611111
739,0.36708333325
740,0.378277778
741,0.3826111115
742,0.3481666665
743,0.23713888900000002
744,0.2986944445
745,0.35341666675
746,0.42213888875
747,0.40594444425
748,0.39272222225
749,0.41144444425
750,0.22377777775
751,0.31558333325
752,0.343472222
753,0.53247222225
754,0.36586111125
755,0.48527777775000003
756,0.5075
757,0.23869444475
758,0.5483333335
759,0.49063888874999995
760,0.568138889
761,0.5836944445000001
762,0.586416667
763,0.5332222225000001
764,0.2240555555
765,0.49388888875
766,0.4933055555
767,0.49655555575
768,0.45147222225
769,0.4985833335
770,0.52561111125
771,0.22427777775000002
772,0.45569444425
773,0.45036111125
774,0.47811111100000003
775,0.40866666675
776,0.41002777775
777,0.40266666675
778,0.18124999975
779,0.4345555555
780,0.430888889
781,0.40769444450000003
782,0.41708333325
783,0.53461111125
784,0.39375
785,0.17825
786,0.4559722225
787,0.359888889
788,0.33527777775
789,0.3803055555
790,0.38875000025
791,0.384472222
792,0.21405555575000002
793,0.34641666675
794,0.34322222225
795,0.3026944445
796,0.3640277775
797,0.40275
798,0.3563055555
799,0.14777777775
800,0.421611111
801,0.35277777774999997
802,0.2519444445
803,0.33030555575
804,0.299611111
805,0.33802777775000004
806,0.18022222225
807,0.37213888875
808,0.34713888875
809,0.32938888925
810,0.27402777775
811,0.22705555524999999
812,0.3045
813,0.24288888900000002
814,0.25911111125
815,0.3430555555
816,0.364
817,0.2424444445
818,0.28477777775
819,0.32866666675
820,0.36713888875
821,0.27411111125
822,0.2661666665
823,0.2759166665
824,0.23811111125
825,0.31991666674999997
826,0.2595277775
827,0.572611111
828,0.248277778
829,0.259611111
830,0.22911111125
831,0.226611111
832,0.2815833335
833,0.248888889
834,0.42375000025
835,0.29183333325
836,0.248
837,0.21966666675000002
838,0.22863888875
839,0.33430555575
840,0.297777778
841,0.20883333325
842,0.38966666675
843,0.24761111125
844,0.23019444449999998
845,0.220972222
846,0.1734444445
847,0.24805555575
848,0.2115555555
849,0.27900000025
850,0.2399722225
851,0.23825
852,0.22816666675
853,0.1875
854,0.2396944445
855,0.26672222225
856,0.27038888875
857,0.26772222225
858,0.2221944445
859,0.22338888875000001
860,0.20736111125
861,0.26466666650000004
862,0.26972222225
863,0.3223333335
864,0.23999999975
865,0.25858333325
866,0.23797222225
867,0.213472222
868,0.2327777775
869,0.48238888875
870,0.18266666650000002
871,0.20738888875
872,0.22438888875000002
873,0.221861111
874,0.201138889
875,0.1619444445
876,0.39686111125
877,0.1914444445
878,0.188111111
879,0.186361111
880,0.26052777775
881,0.1707222225
882,0.15058333325
883,0.302861111
884,0.215138889
885,0.28841666675
886,0.25830555575
887,0.27977777775
888,0.2969444445
889,0.25513888900000004
890,0.26861111125000003
891,0.25247222225
892,0.23013888924999998
893,0.25047222225
894,0.28922222225
895,0.31666666649999997
896,0.2729444445
897,0.28183333325000004
898,0.2740555555
899,0.29269444425
900,0.2475833335
901,0.32647222225
902,0.3459444445
903,0.22925
904,0.228111111
905,0.2641666665
906,0.313611111
907,0.36708333325
908,0.378277778
909,0.3826111115
910,0.3481666665
911,0.23713888900000002
912,0.2986944445
913,0.35341666675
914,0.42213888875
915,0.40594444425
916,0.39272222225
917,0.41144444425
918,0.22377777775
919,0.31558333325
920,0.343472222
921,0.53247222225
922,0.36586111125
923,0.48527777775000003
924,0.5075
925,0.23869444475
926,0.5483333335
927,0.49063888874999995
928,0.568138889
929,0.5836944445000001
930,0.586416667
931,0.5332222225000001
932,0.2240555555
933,0.49388888875
934,0.4933055555
935,0.49655555575
936,0.45147222225
937,0.4985833335
938,0.52561111125
939,0.22427777775000002
940,0.45569444425
941,0.45036111125
942,0.47811111100000003
943,0.40866666675
944,0.41002777775
945,0.40266666675
946,0.18124999975
947,0.4345555555
948,0.430888889
949,0.40769444450000003
950,0.41708333325
951,0.53461111125
952,0.39375
953,0.17825
954,0.4559722225
955,0.359888889
956,0.33527777775
957,0.3803055555
958,0.38875000025
959,0.384472222
960,0.21405555575000002
961,0.34641666675
962,0.34322222225
963,0.3026944445
964,0.3640277775
965,0.40275
966,0.3563055555
967,0.14777777775
968,0.421611111
969,0.35277777774999997
970,0.2519444445
971,0.33030555575
972,0.299611111
973,0.33802777775000004
974,0.18022222225
975,0.37213888875
976,0.34713888875
977,0.32938888925
978,0.27402777775
979,0.22705555524999999
980,0.3045
981,0.24288888900000002
982,0.25911111125
983,0.3430555555
984,0.364
985,0.2424444445
986,0.28477777775
987,0.32866666675
988,0.36713888875
989,0.27411111125
990,0.2661666665
991,0.2759166665
992,0.23811111125
993,0.31991666674999997
994,0.2595277775
995,0.572611111
996,0.248277778
997,0.259611111
998,0.22911111125
999,0.226611111
1000,0.2815833335
1001,0.248888889
1002,0.42375000025
1003,0.29183333325
1004,0.248
1005,0.21966666675000002
1006,0.22863888875
1007,0.33430555575
1008,0.297777778
1009,0.20883333325
1010,0.38966666675
1011,0.24761111125
1012,0.23019444449999998
1013,0.220972222
1014,0.1734444445
1015,0.24805555575
1016,0.2115555555
1017,0.27900000025
1018,0.2399722225
1019,0.23825
1020,0.22816666675
1021,0.1875
1022,0.2396944445
1023,0.26672222225
1024,0.27038888875
1025,0.26772222225
1026,0.2221944445
1027,0.22338888875000001
1028,0.20736111125
1029,0.26466666650000004
1030,0.26972222225
1031,0.3223333335
1032,0.23999999975
1033,0.25858333325
1034,0.23797222225
1035,0.213472222
1036,0.2327777775
1037,0.48238888875
1038,0.18266666650000002
1039,0.20738888875
1040,0.22438888875000002
1041,0.221861111
1042,0.201138889
1043,0.1619444445
1044,0.39686111125
1045,0.1914444445
1046,0.188111111
1047,0.186361111
1048,0.26052777775
1049,0.1707222225
1050,0.15058333325
1051,0.302861111
1052,0.215138889
1053,0.28841666675
1054,0.25830555575
1055,0.27977777775
1056,0.2969444445
1057,0.25513888900000004
1058,0.26861111125000003
1059,0.25247222225
1060,0.23013888924999998
1061,0.25047222225
1062,0.28922222225
1063,0.31666666649999997
1064,0.2729444445
1065,0.28183333325000004
1066,0.2740555555
1067,0.29269444425
1068,0.2475833335
1069,0.32647222225
1070,0.3459444445
1071,0.22925
1072,0.228111111
1073,0.2641666665
1074,0.313611111
1075,0.36708333325
1076,0.378277778
1077,0.3826111115
1078,0.3481666665
1079,0.23713888900000002
1080,0.2986944445
1081,0.35341666675
1082,0.42213888875
1083,0.40594444425
1084,0.39272222225
1085,0.41144444425
1086,0.22377777775
1087,0.31558333325
1088,0.343472222
1089,0.53247222225
1090,0.36586111125
1091,0.48527777775000003
1092,0.5075
1093,0.23869444475
1094,0.5483333335
1095,0.49063888874999995
1096,0.568138889
1097,0.5836944445000001
1098,0.586416667
1099,0.5332222225000001
1100,0.2240555555
1101,0.49388888875
1102,0.4933055555
1103,0.49655555575
1104,0.45147222225
1105,0.4985833335
1106,0.52561111125
1107,0.22427777775000002
1108,0.45569444425
1109,0.45036111125
1110,0.47811111100000003
1111,0.40866666675
1112,0.41002777775
1113,0.40266666675
1114,0.18124999975
1115,0.4345555555
1116,0.430888889
1117,0.40769444450000003
1118,0.41708333325
1119,0.53461111125
1120,0.39375
1121,0.17825
1122,0.4559722225
1123,0.359888889
1124,0.33527777775
1125,0.3803055555
1126,0.38875000025
1127,0.384472222
1128,0.21405555575000002
1129,0.34641666675
1130,0.34322222225
1131,0.3026944445
1132,0.3640277775
1133,0.40275
1134,0.3563055555
1135,0.14777777775
1136,0.421611111
1137,0.35277777774999997
1138,0.2519444445
1139,0.33030555575
1140,0.299611111
1141,0.33802777775000004
1142,0.18022222225
1143,0.37213888875
1144,0.34713888875
1145,0.32938888925
1146,0.27402777775
1147,0.22705555524999999
1148,0.3045
1149,0.24288888900000002
1150,0.25911111125
1151,0.3430555555
1152,0.364
1153,0.2424444445
1154,0.28477777775
1155,0.32866666675
1156,0.36713888875
1157,0.27411111125
1158,0.2661666665
1159,0.2759166665
1160,0.23811111125
1161,0.31991666674999997
1162,0.2595277775
1163,0.572611111
1164,0.248277778
1165,0.259611111
1166,0.22911111125
1167,0.226611111
1168,0.2815833335
1169,0.248888889
1170,0.42375000025
1171,0.29183333325
1172,0.248
1173,0.21966666675000002
1174,0.22863888875
1175,0.33430555575
1176,0.297777778
1177,0.20883333325
1178,0.38966666675
1179,0.24761111125
1180,0.23019444449999998
1181,0.220972222
1182,0.1734444445
1183,0.24805555575
1184,0.2115555555
1185,0.27900000025
1186,0.2399722225
1187,0.23825
1188,0.22816666675
1189,0.1875
1190,0.2396944445
1191,0.26672222225
1192,0.27038888875
1193,0.26772222225
1194,0.2221944445
1195,0.22338888875000001
1196,0.20736111125
1197,0.26466666650000004
1198,0.26972222225
1199,0.3223333335
1200,0.23999999975
1201,0.25858333325
1202,0.23797222225
1203,0.213472222
1204,0.2327777775
1205,0.48238888875
1206,0.18266666650000002
1207,0.20738888875
1208,0.22438888875000002
1209,0.221861111
1210,0.201138889
1211,0.1619444445
1212,0.39686111125
1213,0.1914444445
1214,0.188111111
1215,0.186361111
1216,0.26052777775
1217,0.1707222225
1218,0.15058333325
1219,0.302861111
1220,0.215138889
1221,0.28841666675
1222,0.25830555575
1223,0.27977777775
1224,0.2969444445
1225,0.25513888900000004
1226,0.26861111125000003
1227,0.25247222225
1228,0.23013888924999998
1229,0.25047222225
1230,0.28922222225
1231,0.31666666649999997
1232,0.2729444445
1233,0.28183333325000004
1234,0.2740555555
1235,0.29269444425
1236,0.2475833335
1237,0.32647222225
1238,0.3459444445
1239,0.22925
1240,0.228111111
1241,0.2641666665
1242,0.313611111
1243,0.36708333325
1244,0.378277778
1245,0.3826111115
1246,0.3481666665
1247,0.23713888900000002
1248,0.2986944445
1249,0.35341666675
1250,0.42213888875
1251,0.40594444425
1252,0.39272222225
1253,0.41144444425
1254,0.22377777775
1255,0.31558333325
1256,0.343472222
1257,0.53247222225
1258,0.36586111125
1259,0.48527777775000003
1260,0.5075
1261,0.23869444475
1262,0.5483333335
1263,0.49063888874999995
1264,0.568138889
1265,0.5836944445000001
1266,0.586416667
1267,0.5332222225000001
1268,0.2240555555
1269,0.49388888875
1270,0.4933055555
1271,0.49655555575
1272,0.45147222225
1273,0.4985833335
1274,0.52561111125
1275,0.22427777775000002
1276,0.45569444425
1277,0.45036111125
1278,0.47811111100000003
1279,0.40866666675
1280,0.41002777775
1281,0.40266666675
1282,0.18124999975
1283,0.4345555555
1284,0.430888889
1285,0.40769444450000003
1286,0.41708333325
1287,0.53461111125
1288,0.39375
1289,0.17825
1290,0.4559722225
1291,0.359888889
1292,0.33527777775
1293,0.3803055555
1294,0.38875000025
1295,0.384472222
1296,0.21405555575000002
1297,0.34641666675
1298,0.34322222225
1299,0.3026944445
1300,0.3640277775
1301,0.40275
1302,0.3563055555
1303,0.14777777775
1304,0.421611111
1305,0.35277777774999997
1306,0.2519444445
1307,0.33030555575
1308,0.299611111
1309,0.33802777775000004
1310,0.18022222225
1311,0.37213888875
1312,0.34713888875
1313,0.32938888925
1314,0.27402777775
1315,0.22705555524999999
1316,0.3045
1317,0.24288888900000002
1318,0.25911111125
1319,0.3430555555
1320,0.364
1321,0.2424444445
1322,0.28477777775
1323,0.32866666675
1324,0.36713888875
1325,0.27411111125
1326,0.2661666665
1327,0.2759166665
1328,0.23811111125
1329,0.31991666674999997
1330,0.2595277775
1331,0.572611111
1332,0.248277778
1333,0.259611111
1334,0.22911111125
1335,0.226611111
1336,0.2815833335
1337,0.248888889
1338,0.42375000025
1339,0.29183333325
1340,0.248
1341,0.21966666675000002
1342,0.22863888875
1343,0.33430555575
1344,0.297777778
1345,0.20883333325
1346,0.38966666675
1347,0.24761111125
1348,0.23019444449999998
1349,0.220972222
1350,0.1734444445
1351,0.24805555575
1352,0.2115555555
1353,0.27900000025
1354,0.2399722225
1355,0.23825
1356,0.22816666675
1357,0.1875
1358,0.2396944445
1359,0.26672222225
1360,0.27038888875
1361,0.26772222225
1362,0.2221944445
1363,0.22338888875000001
1364,0.20736111125
1365,0.26466666650000004
1366,0.26972222225
1367,0.3223333335
1368,0.23999999975
1369,0.25858333325
1370,0.23797222225
1371,0.213472222
1372,0.2327777775
1373,0.48238888875
1374,0.18266666650000002
1375,0.20738888875
1376,0.22438888875000002
1377,0.221861111
1378,0.201138889
1379,0.1619444445
1380,0.39686111125
1381,0.1914444445
1382,0.188111111
1383,0.186361111
1384,0.26052777775
1385,0.1707222225
1386,0.15058333325
1387,0.302861111
1388,0.215138889
1389,0.28841666675
1390,0.25830555575
1391,0.27977777775
1392,0.2969444445
1393,0.25513888900000004
1394,0.26861111125000003
1395,0.25247222225
1396,0.23013888924999998
1397,0.25047222225
1398,0.28922222225
1399,0.31666666649999997
1400,0.2729444445
1401,0.28183333325000004
1402,0.2740555555
1403,0.29269444425
1404,0.2475833335
1405,0.32647222225
1406,0.3459444445
1407,0.22925
1408,0.228111111
1409,0.2641666665
1410,0.313611111
1411,0.36708333325
1412,0.378277778
1413,0.3826111115
1414,0.3481666665
1415,0.23713888900000002
1416,0.2986944445
1417,0.35341666675
1418,0.42213888875
1419,0.40594444425
1420,0.39272222225
1421,0.41144444425
1422,0.22377777775
1423,0.31558333325
1424,0.343472222
1425,0.53247222225
1426,0.36586111125
1427,0.48527777775000003
1428,0.5075
1429,0.23869444475
1430,0.5483333335
1431,0.49063888874999995
1432,0.568138889
1433,0.5836944445000001
1434,0.586416667
1435,0.5332222225000001
1436,0.2240555555
1437,0.49388888875
1438,0.4933055555
1439,0.49655555575
1440,0.45147222225
1441,0.4985833335
1442,0.52561111125
1443,0.22427777775000002
1444,0.45569444425
1445,0.45036111125
1446,0.47811111100000003
1447,0.40866666675
1448,0.41002777775
1449,0.40266666675
1450,0.18124999975
1451,0.4345555555
1452,0.430888889
1453,0.40769444450000003
1454,0.41708333325
1455,0.53461111125
1456,0.39375
1457,0.17825
1458,0.4559722225
1459,0.359888889
1460,0.33527777775
1461,0.3803055555
1462,0.38875000025
1463,0.384472222
1464,0.21405555575000002
1465,0.34641666675
1466,0.34322222225
1467,0.3026944445
1468,0.3640277775
1469,0.40275
1470,0.3563055555
1471,0.14777777775
1472,0.421611111
1473,0.35277777774999997
1474,0.2519444445
1475,0.33030555575
1476,0.299611111
1477,0.33802777775000004
1478,0.18022222225
1479,0.37213888875
1480,0.34713888875
1481,0.32938888925
1482,0.27402777775
1483,0.22705555524999999
1484,0.3045
1485,0.24288888900000002
1486,0.25911111125
1487,0.3430555555
1488,0.364
1489,0.2424444445
1490,0.28477777775
1491,0.32866666675
1492,0.36713888875
1493,0.27411111125
