timestamp,WND,SUN,WAT,OIL,NG,COL,NUC,OTH,avg_CI
2022-01-01 00:00:00+00:00,16317,50,7,0,14483,9642,5101,60,334.2055847568988
2022-01-01 01:00:00+00:00,18425,0,8,0,13522,9141,5100,58,311.2986336316859
2022-01-01 02:00:00+00:00,17909,0,8,0,13148,8755,5099,66,308.88471712793154
2022-01-01 03:00:00+00:00,15107,0,8,0,13107,10019,5099,110,342.71270425776754
2022-01-01 04:00:00+00:00,13970,0,9,0,12251,10689,5098,118,356.23999050670466
2022-01-01 05:00:00+00:00,13328,0,9,0,11256,10894,5099,94,360.81986234021633
2022-01-01 06:00:00+00:00,12632,0,10,0,10364,11029,5100,94,365.65173723520866
2022-01-01 07:00:00+00:00,12067,0,33,0,9739,10957,5099,68,367.91631325237734
2022-01-01 08:00:00+00:00,12886,0,8,0,8564,10128,5099,73,346.0807443277654
2022-01-01 09:00:00+00:00,14370,0,7,0,7351,8944,5099,55,311.7329872159884
2022-01-01 10:00:00+00:00,16468,0,7,0,6259,7165,5099,35,262.40299146519
2022-01-01 11:00:00+00:00,18338,0,6,0,5454,5609,5100,76,218.38423502877137
2022-01-01 12:00:00+00:00,18163,0,6,0,5356,5642,5100,63,219.23993591610835
2022-01-01 13:00:00+00:00,18539,0,30,0,5127,5531,5101,59,213.07706400674672
2022-01-01 14:00:00+00:00,18307,8,30,0,5207,5665,5101,89,217.42194902200134
2022-01-01 15:00:00+00:00,17297,1349,30,0,5936,5676,5101,87,222.41735257638967
2022-01-01 16:00:00+00:00,16918,3459,30,0,6469,5582,5102,172,216.69858475564507
2022-01-01 17:00:00+00:00,17692,3242,68,0,7492,6201,5102,125,229.8241571063574
2022-01-01 18:00:00+00:00,17781,2691,25,0,8260,7720,5101,134,258.3514096662831
2022-01-01 19:00:00+00:00,16336,3593,6,0,8689,9090,5101,151,282.42110040497136
2022-01-01 20:00:00+00:00,14857,4743,6,0,9308,9676,5101,118,295.4102125134105
2022-01-01 21:00:00+00:00,14037,5070,6,0,9688,9895,5100,108,303.14962190233234
2022-01-01 22:00:00+00:00,14347,4630,6,0,9907,9773,5099,111,303.2115196134297
2022-01-01 23:00:00+00:00,16896,2008,6,0,10919,9092,5099,98,298.24121673693276
