,WND,SUN,WAT,OIL,NG,COL,NUC,OTH,avg_CI
2022-01-01 00:00:00+00:00,107.0,12.0,11510.0,0,954.0,0,1158.0,210.0,57.885814636943586
2022-01-01 01:00:00+00:00,94.0,1.0,12056.0,0,954.0,0,1159.0,212.0,56.68326885880077
2022-01-01 02:00:00+00:00,63.0,0.0,12506.0,0,957.0,0,1162.0,210.0,55.84716069271043
2022-01-01 03:00:00+00:00,91.0,0.0,12630.0,0,957.0,0,1167.0,195.0,55.312832446808514
2022-01-01 04:00:00+00:00,53.0,0.0,12291.0,0,958.0,0,1165.0,191.0,56.13978714695047
2022-01-01 05:00:00+00:00,115.0,0.0,11980.0,0,959.0,0,1165.0,191.0,56.669326856349755
2022-01-01 06:00:00+00:00,95.0,0.0,11706.0,0,958.0,0,1166.0,188.0,57.29759795932828
2022-01-01 07:00:00+00:00,53.0,0.0,11845.0,0,937.0,0,1165.0,179.0,56.36102687072431
2022-01-01 08:00:00+00:00,23.0,0.0,10767.0,0,936.0,0,1165.0,176.0,59.061835157266394
2022-01-01 09:00:00+00:00,4.0,0.0,11115.0,0,829.0,0,1167.0,176.0,54.73613723572342
2022-01-01 10:00:00+00:00,1.0,0.0,11188.0,0,777.0,0,1167.0,178.0,52.90338817519345
2022-01-01 11:00:00+00:00,0.0,0.0,11129.0,0,776.0,0,1167.0,170.0,52.89533303126416
2022-01-01 12:00:00+00:00,0.0,0.0,11145.0,0,778.0,0,1169.0,168.0,52.89351432880844
2022-01-01 13:00:00+00:00,1.0,0.0,11473.0,0,778.0,0,1170.0,163.0,52.124622745675374
2022-01-01 14:00:00+00:00,18.0,0.0,11952.0,0,776.0,0,1167.0,165.0,51.08964341525785
2022-01-01 15:00:00+00:00,19.0,0.0,12355.0,0,798.0,0,1163.0,167.0,51.03537443111295
2022-01-01 16:00:00+00:00,11.0,1.0,12495.0,0,796.0,0,1160.0,166.0,50.73361131998086
2022-01-01 17:00:00+00:00,37.0,7.0,12640.0,0,817.0,0,1163.0,144.0,50.746893571042676
2022-01-01 18:00:00+00:00,25.0,25.0,12531.0,0,816.0,0,1162.0,134.0,50.816579323487375
2022-01-01 19:00:00+00:00,19.0,33.0,12352.0,0,777.0,0,1163.0,142.0,50.07289797045423
2022-01-01 20:00:00+00:00,34.0,33.0,11883.0,0,777.0,0,1164.0,164.0,51.180149413020274
2022-01-01 21:00:00+00:00,54.0,32.0,11430.0,0,777.0,0,1161.0,163.0,52.021590658735406
2022-01-01 22:00:00+00:00,77.0,34.0,11072.0,0,773.0,0,1164.0,133.0,52.1615483286803
2022-01-01 23:00:00+00:00,51.0,37.0,11269.0,0,601.0,0,1164.0,133.0,46.13972086005281
2022-01-02 00:00:00+00:00,37.0,17.0,11833.0,0,545.0,0,1165.0,139.0,43.54222481071636
2022-01-02 01:00:00+00:00,27.0,3.0,13084.0,0,545.0,0,1165.0,150.0,42.07065580339255
2022-01-02 02:00:00+00:00,15.0,0.0,13508.0,0,544.0,0,1164.0,149.0,41.5575422626788
2022-01-02 03:00:00+00:00,10.0,0.0,13630.0,0,544.0,0,1162.0,156.0,41.51812669332989
2022-01-02 04:00:00+00:00,6.0,0.0,13352.0,0,547.0,0,1161.0,163.0,42.022851139273754
2022-01-02 05:00:00+00:00,7.0,0.0,12869.0,0,545.0,0,1165.0,182.0,42.78324756229686
2022-01-02 06:00:00+00:00,8.0,0.0,12138.0,0,544.0,0,1165.0,182.0,43.72729215644368
2022-01-02 07:00:00+00:00,14.0,0.0,11362.0,0,544.0,0,1165.0,179.0,44.824487334137515
2022-01-02 08:00:00+00:00,10.0,0.0,10987.0,0,543.0,0,1165.0,175.0,45.34922360248447
2022-01-02 09:00:00+00:00,13.0,0.0,10937.0,0,544.0,0,1165.0,174.0,45.444634925582484
2022-01-02 10:00:00+00:00,14.0,0.0,10840.0,0,544.0,0,1165.0,171.0,45.56180304696089
2022-01-02 11:00:00+00:00,12.0,0.0,10679.0,0,544.0,0,1162.0,166.0,45.778237682082306
2022-01-02 12:00:00+00:00,7.0,0.0,10683.0,0,542.0,0,1163.0,167.0,45.72639707053017
2022-01-02 13:00:00+00:00,9.0,0.0,10898.0,0,544.0,0,1165.0,164.0,45.3764475743349
2022-01-02 14:00:00+00:00,16.0,0.0,11316.0,0,544.0,0,1166.0,165.0,44.693117286287574
2022-01-02 15:00:00+00:00,18.0,0.0,11859.0,0,543.0,0,1166.0,162.0,43.798079720686644
2022-01-02 16:00:00+00:00,26.0,0.0,11944.0,0,542.0,0,1166.0,162.0,43.62528901734104
2022-01-02 17:00:00+00:00,28.0,3.0,11974.0,0,543.0,0,1165.0,155.0,43.51795500432651
2022-01-02 18:00:00+00:00,41.0,9.0,11975.0,0,541.0,0,1163.0,158.0,43.46554331389069
2022-01-02 19:00:00+00:00,51.0,16.0,11765.0,0,541.0,0,1165.0,158.0,43.73444801401869
2022-01-02 20:00:00+00:00,92.0,15.0,11429.0,0,540.0,0,1163.0,155.0,44.059205614454235
2022-01-02 21:00:00+00:00,107.0,28.0,11101.0,0,540.0,0,1163.0,160.0,44.5915718757157
2022-01-02 22:00:00+00:00,130.0,37.0,10807.0,0,538.0,0,1163.0,156.0,44.873431533006
2022-01-02 23:00:00+00:00,150.0,35.0,10950.0,0,537.0,0,1163.0,152.0,44.5007315007315
2022-01-03 00:00:00+00:00,207.0,19.0,11456.0,0,536.0,0,1162.0,154.0,43.59420718191222
2022-01-03 01:00:00+00:00,296.0,2.0,12265.0,0,539.0,0,1164.0,153.0,42.372286566336086
2022-01-03 02:00:00+00:00,456.0,0.0,12622.0,0,595.0,0,1162.0,161.0,43.376100293411575
2022-01-03 03:00:00+00:00,505.0,0.0,12695.0,0,766.0,0,1163.0,165.0,48.22028246371126
2022-01-03 04:00:00+00:00,615.0,0.0,12134.0,0,766.0,0,1165.0,164.0,48.84269738614928
2022-01-03 05:00:00+00:00,650.0,0.0,11856.0,0,769.0,0,1165.0,163.0,49.30315688557146
2022-01-03 06:00:00+00:00,667.0,0.0,11182.0,0,768.0,0,1166.0,159.0,50.39355903026826
2022-01-03 07:00:00+00:00,660.0,0.0,10036.0,0,767.0,0,1165.0,160.0,52.763059117923056
2022-01-03 08:00:00+00:00,656.0,0.0,9423.0,0,760.0,0,1164.0,164.0,54.03599901372565
2022-01-03 09:00:00+00:00,702.0,0.0,9280.0,0,753.0,0,1164.0,167.0,54.01873031659208
2022-01-03 10:00:00+00:00,701.0,0.0,9033.0,0,752.0,0,1165.0,168.0,54.62416448092055
2022-01-03 11:00:00+00:00,678.0,0.0,9153.0,0,755.0,0,1164.0,164.0,54.45425549773376
2022-01-03 12:00:00+00:00,751.0,0.0,9207.0,0,751.0,0,1164.0,159.0,53.83618683510638
2022-01-03 13:00:00+00:00,751.0,0.0,9849.0,0,754.0,0,1165.0,170.0,52.579163054614234
2022-01-03 14:00:00+00:00,759.0,0.0,10533.0,0,757.0,0,1162.0,173.0,51.24066049013748
2022-01-03 15:00:00+00:00,981.0,0.0,10928.0,0,798.0,0,1158.0,181.0,51.23230813042859
2022-01-03 16:00:00+00:00,1019.0,0.0,11502.0,0,802.0,0,1159.0,185.0,50.22806299856821
2022-01-03 17:00:00+00:00,1176.0,11.0,11089.0,0,801.0,0,1162.0,179.0,50.431890692190315
2022-01-03 18:00:00+00:00,785.0,21.0,10996.0,0,802.0,0,1162.0,183.0,51.78966234138648
2022-01-03 19:00:00+00:00,593.0,24.0,11219.0,0,802.0,0,1162.0,183.0,51.904240863906175
2022-01-03 20:00:00+00:00,401.0,28.0,11048.0,0,803.0,0,1158.0,190.0,52.96279718227179
2022-01-03 21:00:00+00:00,718.0,21.0,10182.0,0,802.0,0,1160.0,184.0,53.74967475319507
2022-01-03 22:00:00+00:00,633.0,16.0,10201.0,0,800.0,0,1161.0,184.0,53.92035398230089
2022-01-03 23:00:00+00:00,731.0,12.0,10618.0,0,803.0,0,1162.0,183.0,52.76993115700644
2022-01-04 00:00:00+00:00,1083.0,2.0,10659.0,0,805.0,0,1158.0,177.0,51.63259867473351
2022-01-04 01:00:00+00:00,1028.0,1.0,11315.0,0,877.0,0,1155.0,191.0,52.888652433582756
2022-01-04 02:00:00+00:00,971.0,0.0,12224.0,0,900.0,0,1163.0,194.0,52.008348433859695
2022-01-04 03:00:00+00:00,967.0,0.0,12114.0,0,904.0,0,1166.0,196.0,52.34931908516322
2022-01-04 04:00:00+00:00,943.0,0.0,11628.0,0,899.0,0,1168.0,201.0,53.25163420715682
2022-01-04 05:00:00+00:00,950.0,0.0,11577.0,0,807.0,0,1169.0,201.0,50.59752448313384
2022-01-04 06:00:00+00:00,1013.0,0.0,10841.0,0,802.0,0,1169.0,200.0,51.64598930481284
2022-01-04 07:00:00+00:00,886.0,0.0,10634.0,0,761.0,0,1168.0,189.0,50.98533509312216
2022-01-04 08:00:00+00:00,973.0,0.0,10070.0,0,758.0,0,1169.0,188.0,51.7609819121447
2022-01-04 09:00:00+00:00,1101.0,0.0,9288.0,0,760.0,0,1168.0,187.0,53.13891554702495
2022-01-04 10:00:00+00:00,1323.0,0.0,8984.0,0,758.0,0,1168.0,189.0,53.0570761552085
2022-01-04 11:00:00+00:00,1290.0,0.0,9048.0,0,760.0,0,1167.0,186.0,53.05003614167537
2022-01-04 12:00:00+00:00,1369.0,0.0,9127.0,0,759.0,0,1166.0,185.0,52.5590195145169
2022-01-04 13:00:00+00:00,1308.0,0.0,9403.0,0,758.0,0,1168.0,188.0,52.143157894736845
2022-01-04 14:00:00+00:00,1282.0,0.0,10730.0,0,762.0,0,1170.0,195.0,49.78371879199378
2022-01-04 15:00:00+00:00,1110.0,0.0,11597.0,0,802.0,0,1168.0,200.0,49.97875915843248
2022-01-04 16:00:00+00:00,1009.0,0.0,12166.0,0,805.0,0,1169.0,205.0,49.414549954409274
2022-01-04 17:00:00+00:00,971.0,0.0,12140.0,0,805.0,0,1168.0,202.0,49.520279994766454
2022-01-04 18:00:00+00:00,919.0,0.0,11824.0,0,806.0,0,1168.0,202.0,50.22461290971245
2022-01-04 19:00:00+00:00,858.0,2.0,11393.0,0,805.0,0,1169.0,198.0,51.0897746967071
2022-01-04 20:00:00+00:00,768.0,5.0,11033.0,0,805.0,0,1166.0,199.0,52.064753863766455
2022-01-04 21:00:00+00:00,600.0,8.0,11094.0,0,804.0,0,1164.0,200.0,52.42335976928623
2022-01-04 22:00:00+00:00,570.0,12.0,10950.0,0,804.0,0,1163.0,197.0,52.773656542056074
2022-01-04 23:00:00+00:00,413.0,13.0,11223.0,0,804.0,0,1162.0,193.0,52.63050405561993
2022-01-05 00:00:00+00:00,347.0,7.0,11838.0,0,804.0,0,1164.0,198.0,51.656498119515255
2022-01-05 01:00:00+00:00,407.0,0.0,12178.0,0,808.0,0,1166.0,193.0,50.91180856832972
2022-01-05 02:00:00+00:00,343.0,0.0,12447.0,0,898.0,0,1166.0,193.0,53.226756164019406
2022-01-05 03:00:00+00:00,272.0,0.0,12570.0,0,868.0,0,1164.0,197.0,52.37011478999403
2022-01-05 04:00:00+00:00,288.0,0.0,12307.0,0,851.0,0,1159.0,197.0,52.340494527766516
2022-01-05 05:00:00+00:00,317.0,0.0,11985.0,0,820.0,0,1158.0,195.0,51.92905008635579
2022-01-05 06:00:00+00:00,288.0,0.0,11526.0,0,887.0,0,1155.0,199.0,55.07307008182141
2022-01-05 07:00:00+00:00,347.0,0.0,10803.0,0,873.0,0,1155.0,166.0,55.67288669064748
2022-01-05 08:00:00+00:00,275.0,0.0,9833.0,0,872.0,0,1154.0,151.0,58.19088319088319
2022-01-05 09:00:00+00:00,429.0,0.0,9640.0,0,816.0,0,1155.0,159.0,56.26272645298795
2022-01-05 10:00:00+00:00,680.0,0.0,9182.0,0,815.0,0,1156.0,161.0,56.53660163415041
2022-01-05 11:00:00+00:00,952.0,0.0,8917.0,0,817.0,0,1158.0,150.0,56.12856428214107
2022-01-05 12:00:00+00:00,1276.0,0.0,8724.0,0,817.0,0,1158.0,153.0,55.477242744063325
2022-01-05 13:00:00+00:00,1110.0,0.0,9559.0,0,817.0,0,1160.0,154.0,54.0075
2022-01-05 14:00:00+00:00,923.0,0.0,10954.0,0,823.0,0,1166.0,163.0,51.87832347280633
2022-01-05 15:00:00+00:00,900.0,0.0,11089.0,0,940.0,0,1165.0,167.0,55.3275366383844
2022-01-05 16:00:00+00:00,846.0,0.0,11493.0,0,1015.0,0,1165.0,165.0,56.82497956959956
2022-01-05 17:00:00+00:00,621.0,7.0,11597.0,0,1023.0,0,1165.0,164.0,57.51636139123276
2022-01-05 18:00:00+00:00,440.0,20.0,11643.0,0,1024.0,0,1165.0,163.0,57.99529574541681
2022-01-05 19:00:00+00:00,251.0,30.0,11527.0,0,1027.0,0,1167.0,164.0,58.9858110969928
2022-01-05 20:00:00+00:00,96.0,28.0,11348.0,0,1024.0,0,1175.0,162.0,59.833441769681194
2022-01-05 21:00:00+00:00,44.0,23.0,11320.0,0,1026.0,0,1175.0,167.0,60.222246455834245
2022-01-05 22:00:00+00:00,8.0,22.0,11267.0,0,1019.0,0,1174.0,168.0,60.28964709327867
2022-01-05 23:00:00+00:00,0.0,10.0,11316.0,0,1019.0,0,1165.0,168.0,60.23716917678023
2022-01-06 00:00:00+00:00,4.0,5.0,12075.0,0,1018.0,0,1164.0,164.0,58.25065835065835
2022-01-06 01:00:00+00:00,28.0,0.0,12542.0,0,1019.0,0,1165.0,173.0,57.23829302606016
2022-01-06 02:00:00+00:00,67.0,0.0,12816.0,0,1036.0,0,1164.0,181.0,57.098991090146754
2022-01-06 03:00:00+00:00,141.0,0.0,12727.0,0,1038.0,0,1163.0,184.0,57.16219760047204
2022-01-06 04:00:00+00:00,181.0,0.0,12462.0,0,1037.0,0,1164.0,183.0,57.58082118852732
2022-01-06 05:00:00+00:00,246.0,0.0,12098.0,0,1019.0,0,1165.0,183.0,57.6737135476854
2022-01-06 06:00:00+00:00,213.0,0.0,11330.0,0,1013.0,0,1163.0,182.0,59.45248543270268
2022-01-06 07:00:00+00:00,148.0,0.0,11303.0,0,943.0,0,1164.0,177.0,57.491663633054245
2022-01-06 08:00:00+00:00,122.0,0.0,10419.0,0,918.0,0,1165.0,168.0,58.93042526579112
2022-01-06 09:00:00+00:00,112.0,0.0,10474.0,0,911.0,0,1163.0,157.0,58.443005383475075
2022-01-06 10:00:00+00:00,102.0,0.0,10249.0,0,865.0,0,1165.0,156.0,57.494456409029276
2022-01-06 11:00:00+00:00,83.0,0.0,10271.0,0,864.0,0,1163.0,156.0,57.4789024487517
2022-01-06 12:00:00+00:00,35.0,0.0,10475.0,0,869.0,0,1163.0,153.0,57.246238676644346
2022-01-06 13:00:00+00:00,7.0,0.0,10913.0,0,904.0,0,1162.0,151.0,57.36644591611479
2022-01-06 14:00:00+00:00,19.0,0.0,11628.0,0,968.0,0,1163.0,132.0,57.3628324946082
2022-01-06 15:00:00+00:00,52.0,0.0,11939.0,0,1016.0,0,1164.0,134.0,58.00321565886054
2022-01-06 16:00:00+00:00,51.0,0.0,12374.0,0,1009.0,0,1164.0,133.0,56.785350621139095
2022-01-06 17:00:00+00:00,56.0,9.0,12020.0,0,987.0,0,1167.0,131.0,56.87049408489909
2022-01-06 18:00:00+00:00,72.0,15.0,11327.0,0,1004.0,0,1166.0,138.0,59.09830928436088
2022-01-06 19:00:00+00:00,143.0,32.0,10735.0,0,957.0,0,1167.0,133.0,58.78704336599073
2022-01-06 20:00:00+00:00,160.0,32.0,10743.0,0,958.0,0,1166.0,131.0,58.714632297194846
2022-01-06 21:00:00+00:00,241.0,33.0,10546.0,0,959.0,0,1163.0,131.0,58.98447181213187
2022-01-06 22:00:00+00:00,370.0,22.0,10478.0,0,957.0,0,1163.0,131.0,58.64339608261565
2022-01-06 23:00:00+00:00,564.0,19.0,10200.0,0,961.0,0,1162.0,130.0,58.80001534212949
2022-01-07 00:00:00+00:00,786.0,12.0,10585.0,0,999.0,0,1162.0,130.0,58.25157232704402
2022-01-07 01:00:00+00:00,843.0,0.0,11735.0,0,998.0,0,1161.0,130.0,55.40895944037129
2022-01-07 02:00:00+00:00,984.0,0.0,11929.0,0,999.0,0,1164.0,128.0,54.59339647461194
2022-01-07 03:00:00+00:00,1060.0,0.0,11863.0,0,999.0,0,1163.0,131.0,54.54574132492114
2022-01-07 04:00:00+00:00,994.0,0.0,11603.0,0,998.0,0,1162.0,132.0,55.25757270468131
2022-01-07 05:00:00+00:00,903.0,0.0,11182.0,0,949.0,0,1163.0,136.0,55.016186422940066
2022-01-07 06:00:00+00:00,871.0,0.0,10587.0,0,898.0,0,1161.0,132.0,54.80115759396293
2022-01-07 07:00:00+00:00,695.0,0.0,10434.0,0,826.0,0,1161.0,125.0,53.28019031795181
2022-01-07 08:00:00+00:00,868.0,0.0,9634.0,0,823.0,0,1163.0,120.0,54.37737944162436
2022-01-07 09:00:00+00:00,877.0,0.0,8123.0,0,728.0,0,1162.0,120.0,54.75594913714805
2022-01-07 10:00:00+00:00,1015.0,0.0,7880.0,0,698.0,0,1162.0,121.0,53.703475542478856
2022-01-07 11:00:00+00:00,1063.0,0.0,7759.0,0,700.0,0,1162.0,122.0,53.94345733851564
2022-01-07 12:00:00+00:00,1109.0,0.0,7911.0,0,737.0,0,1161.0,137.0,55.055178652193575
2022-01-07 13:00:00+00:00,1266.0,0.0,8129.0,0,772.0,0,1153.0,151.0,55.432656263621304
2022-01-07 14:00:00+00:00,1326.0,0.0,8718.0,0,782.0,0,1150.0,151.0,54.05524861878453
2022-01-07 15:00:00+00:00,1534.0,0.0,9991.0,0,763.0,0,1153.0,139.0,49.80368188512519
2022-01-07 16:00:00+00:00,1234.0,1.0,11461.0,0,738.0,0,1157.0,155.0,47.459175369591755
2022-01-07 17:00:00+00:00,1403.0,20.0,11111.0,0,695.0,0,1156.0,164.0,46.39899649460444
2022-01-07 18:00:00+00:00,2037.0,47.0,10180.0,0,675.0,0,1157.0,162.0,45.62687613971104
2022-01-07 19:00:00+00:00,2157.0,35.0,9936.0,0,677.0,0,1159.0,166.0,45.820523708421796
2022-01-07 20:00:00+00:00,2101.0,27.0,9864.0,0,680.0,0,1151.0,164.0,46.16329448773861
2022-01-07 21:00:00+00:00,1867.0,45.0,9810.0,0,680.0,0,1154.0,167.0,46.87604751147708
2022-01-07 22:00:00+00:00,1711.0,37.0,9989.0,0,683.0,0,1152.0,169.0,47.11724037551852
2022-01-07 23:00:00+00:00,1672.0,24.0,9925.0,0,687.0,0,1151.0,168.0,47.45417186468041
2022-01-08 00:00:00+00:00,1855.0,16.0,9967.0,0,798.0,0,1151.0,165.0,50.390696674311926
2022-01-08 01:00:00+00:00,1974.0,4.0,11024.0,0,802.0,0,1151.0,166.0,48.37153627405595
2022-01-08 02:00:00+00:00,2043.0,0.0,11623.0,0,804.0,0,1157.0,172.0,47.39724033166656
2022-01-08 03:00:00+00:00,2227.0,0.0,11315.0,0,803.0,0,1158.0,178.0,47.46910273579491
2022-01-08 04:00:00+00:00,2171.0,0.0,10800.0,0,799.0,0,1159.0,176.0,48.26077457795432
2022-01-08 05:00:00+00:00,2032.0,0.0,10459.0,0,694.0,0,1159.0,174.0,45.96748863479818
2022-01-08 06:00:00+00:00,2120.0,0.0,9295.0,0,786.0,0,1164.0,175.0,50.64682422451994
2022-01-08 07:00:00+00:00,2268.0,0.0,8308.0,0,809.0,0,1163.0,167.0,52.93873377900118
2022-01-08 08:00:00+00:00,2291.0,0.0,7878.0,0,719.0,0,1161.0,164.0,50.62105952673381
2022-01-08 09:00:00+00:00,2249.0,0.0,7842.0,0,718.0,0,1164.0,160.0,50.73230033792137
2022-01-08 10:00:00+00:00,2201.0,0.0,7679.0,0,721.0,0,1165.0,165.0,51.43969491241304
2022-01-08 11:00:00+00:00,1863.0,0.0,7778.0,0,718.0,0,1165.0,165.0,52.264094447771406
2022-01-08 12:00:00+00:00,1697.0,0.0,8078.0,0,720.0,0,1166.0,165.0,52.1969389480805
2022-01-08 13:00:00+00:00,1486.0,0.0,8373.0,0,720.0,0,1167.0,166.0,52.23992612491605
2022-01-08 14:00:00+00:00,1286.0,0.0,8866.0,0,718.0,0,1167.0,168.0,51.73240475215076
2022-01-08 15:00:00+00:00,1061.0,0.0,9706.0,0,717.0,0,1167.0,177.0,50.72178048019956
2022-01-08 16:00:00+00:00,1074.0,0.0,10272.0,0,714.0,0,1166.0,175.0,49.432430415640624
2022-01-08 17:00:00+00:00,981.0,20.0,10661.0,0,715.0,0,1167.0,177.0,49.0153050069237
2022-01-08 18:00:00+00:00,843.0,58.0,10995.0,0,695.0,0,1167.0,175.0,48.11131845259456
2022-01-08 19:00:00+00:00,725.0,60.0,10600.0,0,694.0,0,1165.0,177.0,49.145741748006856
2022-01-08 20:00:00+00:00,713.0,54.0,10366.0,0,690.0,0,1164.0,169.0,49.390316205533594
2022-01-08 21:00:00+00:00,680.0,51.0,10167.0,0,691.0,0,1163.0,179.0,50.0576134869693
2022-01-08 22:00:00+00:00,507.0,58.0,9963.0,0,691.0,0,1162.0,173.0,50.93125696989007
2022-01-08 23:00:00+00:00,378.0,63.0,9856.0,0,690.0,0,1162.0,175.0,51.57246024018176
2022-01-09 00:00:00+00:00,226.0,35.0,10352.0,0,693.0,0,1162.0,176.0,51.12013603290098
2022-01-09 01:00:00+00:00,142.0,3.0,11501.0,0,691.0,0,1161.0,174.0,49.02362492685781
2022-01-09 02:00:00+00:00,69.0,0.0,12264.0,0,692.0,0,1163.0,177.0,47.95273233553777
2022-01-09 03:00:00+00:00,21.0,0.0,12384.0,0,694.0,0,1164.0,175.0,47.91002908990165
2022-01-09 04:00:00+00:00,17.0,0.0,12119.0,0,694.0,0,1165.0,179.0,48.4163256667137
2022-01-09 05:00:00+00:00,61.0,0.0,11479.0,0,695.0,0,1165.0,178.0,49.46509058771542
2022-01-09 06:00:00+00:00,121.0,0.0,10804.0,0,696.0,0,1165.0,178.0,50.64694538722617
2022-01-09 07:00:00+00:00,146.0,0.0,10181.0,0,719.0,0,1166.0,169.0,52.59042080607382
2022-01-09 08:00:00+00:00,173.0,0.0,9952.0,0,723.0,0,1167.0,167.0,53.14685601707437
2022-01-09 09:00:00+00:00,165.0,0.0,9231.0,0,793.0,0,1168.0,169.0,57.679593961478396
2022-01-09 10:00:00+00:00,106.0,0.0,9103.0,0,795.0,0,1168.0,166.0,58.33339213265126
2022-01-09 11:00:00+00:00,72.0,0.0,9096.0,0,795.0,0,1168.0,166.0,58.497123130034524
2022-01-09 12:00:00+00:00,46.0,0.0,9302.0,0,796.0,0,1168.0,165.0,58.00819029363074
2022-01-09 13:00:00+00:00,33.0,0.0,9673.0,0,795.0,0,1169.0,167.0,56.982596941792686
2022-01-09 14:00:00+00:00,46.0,0.0,10199.0,0,795.0,0,1170.0,170.0,55.57124394184168
2022-01-09 15:00:00+00:00,77.0,0.0,11357.0,0,792.0,0,1169.0,165.0,52.61600294985251
2022-01-09 16:00:00+00:00,60.0,1.0,11761.0,0,792.0,0,1169.0,168.0,51.87534943731632
2022-01-09 17:00:00+00:00,48.0,25.0,11417.0,0,793.0,0,1168.0,167.0,52.61837274195917
2022-01-09 18:00:00+00:00,49.0,62.0,11437.0,0,793.0,0,1168.0,166.0,52.5290676416819
2022-01-09 19:00:00+00:00,84.0,62.0,11046.0,0,792.0,0,1167.0,165.0,53.21447882246921
2022-01-09 20:00:00+00:00,90.0,55.0,10440.0,0,792.0,0,1166.0,167.0,54.625255704169945
2022-01-09 21:00:00+00:00,131.0,56.0,9816.0,0,792.0,0,1164.0,164.0,56.01658005444197
2022-01-09 22:00:00+00:00,263.0,59.0,9249.0,0,790.0,0,1164.0,165.0,56.99794696321642
2022-01-09 23:00:00+00:00,375.0,63.0,9046.0,0,789.0,0,1163.0,165.0,57.09231962761831
2022-01-10 00:00:00+00:00,390.0,37.0,9373.0,0,787.0,0,1162.0,168.0,56.136024167156165
2022-01-10 01:00:00+00:00,443.0,4.0,10612.0,0,790.0,0,1165.0,167.0,53.047189135877396
2022-01-10 02:00:00+00:00,509.0,0.0,11583.0,0,791.0,0,1165.0,166.0,50.8893344589841
2022-01-10 03:00:00+00:00,511.0,0.0,11554.0,0,786.0,0,1165.0,168.0,50.809151156232375
2022-01-10 04:00:00+00:00,300.0,0.0,11709.0,0,699.0,0,1166.0,167.0,48.37461719250766
2022-01-10 05:00:00+00:00,186.0,0.0,11677.0,0,697.0,0,1166.0,165.0,48.64775754085379
2022-01-10 06:00:00+00:00,176.0,0.0,10913.0,0,699.0,0,1167.0,164.0,50.162512386614836
2022-01-10 07:00:00+00:00,128.0,0.0,9777.0,0,699.0,0,1168.0,164.0,52.80680294906166
2022-01-10 08:00:00+00:00,83.0,0.0,9308.0,0,697.0,0,1169.0,164.0,54.07433674809561
2022-01-10 09:00:00+00:00,35.0,0.0,9015.0,0,705.0,0,1168.0,166.0,55.40544683921003
2022-01-10 10:00:00+00:00,31.0,0.0,8981.0,0,709.0,0,1170.0,163.0,55.62013750678487
2022-01-10 11:00:00+00:00,14.0,0.0,8972.0,0,713.0,0,1169.0,164.0,55.891950688905006
2022-01-10 12:00:00+00:00,22.0,0.0,9224.0,0,752.0,0,1169.0,164.0,56.64513282146324
2022-01-10 13:00:00+00:00,22.0,0.0,9742.0,0,831.0,0,1170.0,163.0,58.079309188464116
2022-01-10 14:00:00+00:00,13.0,0.0,10546.0,0,923.0,0,1171.0,172.0,59.19134502923976
2022-01-10 15:00:00+00:00,3.0,0.0,11746.0,0,1020.0,0,1170.0,176.0,59.24597945448105
2022-01-10 16:00:00+00:00,3.0,0.0,12101.0,0,1044.0,0,1168.0,179.0,59.13784063470162
2022-01-10 17:00:00+00:00,2.0,6.0,12201.0,0,1024.0,0,1166.0,182.0,58.34332350318908
2022-01-10 18:00:00+00:00,11.0,20.0,11543.0,0,1024.0,0,1165.0,188.0,59.992330298903305
2022-01-10 19:00:00+00:00,82.0,19.0,10469.0,0,978.0,0,1165.0,195.0,61.278819336845366
2022-01-10 20:00:00+00:00,39.0,30.0,9991.0,0,975.0,0,1165.0,198.0,62.80956605904178
2022-01-10 21:00:00+00:00,52.0,38.0,9722.0,0,970.0,0,1164.0,195.0,63.38654147104851
2022-01-10 22:00:00+00:00,25.0,33.0,9536.0,0,970.0,0,1163.0,194.0,64.11945306601795
2022-01-10 23:00:00+00:00,46.0,34.0,9432.0,0,971.0,0,1160.0,194.0,64.42493875137282
2022-01-11 00:00:00+00:00,44.0,20.0,10314.0,0,970.0,0,1161.0,195.0,61.6279911838791
2022-01-11 01:00:00+00:00,29.0,4.0,11134.0,0,951.0,0,1161.0,192.0,58.776705515551924
2022-01-11 02:00:00+00:00,61.0,0.0,11582.0,0,950.0,0,1162.0,184.0,57.42183800846546
2022-01-11 03:00:00+00:00,42.0,0.0,11662.0,0,950.0,0,1163.0,188.0,57.33995001785077
2022-01-11 04:00:00+00:00,42.0,0.0,11658.0,0,948.0,0,1164.0,185.0,57.247410159319855
2022-01-11 05:00:00+00:00,113.0,0.0,10770.0,0,949.0,0,1165.0,184.0,59.25445717320385
2022-01-11 06:00:00+00:00,162.0,0.0,10059.0,0,948.0,0,1164.0,184.0,61.03746904210274
2022-01-11 07:00:00+00:00,164.0,0.0,9259.0,0,923.0,0,1166.0,175.0,62.5080859074185
2022-01-11 08:00:00+00:00,147.0,0.0,8648.0,0,922.0,0,1175.0,177.0,64.66338422621736
2022-01-11 09:00:00+00:00,118.0,0.0,8535.0,0,927.0,0,1175.0,175.0,65.39048490393412
2022-01-11 10:00:00+00:00,82.0,0.0,8532.0,0,927.0,0,1175.0,172.0,65.53637031594415
2022-01-11 11:00:00+00:00,145.0,0.0,8358.0,0,931.0,0,1169.0,172.0,66.07563805104408
